 #  energy  real  imag
  0.000000000000000E+000   1.001728      0.0000000E+00
  6.666666666666666E-004   1.001728      0.0000000E+00
  1.333333333333333E-003   1.001729      0.0000000E+00
  2.000000000000000E-003   1.001729      0.0000000E+00
  2.666666666666667E-003   1.001729      0.0000000E+00
  3.333333333333334E-003   1.001730      0.0000000E+00
  4.000000000000000E-003   1.001730      0.0000000E+00
  4.666666666666667E-003   1.001731      0.0000000E+00
  5.333333333333333E-003   1.001731      0.0000000E+00
  6.000000000000000E-003   1.001731      0.0000000E+00
  6.666666666666667E-003   1.001732      0.0000000E+00
  7.333333333333333E-003   1.001732      0.0000000E+00
  8.000000000000000E-003   1.001733      0.0000000E+00
  8.666666666666666E-003   1.001733      0.0000000E+00
  9.333333333333334E-003   1.001733      0.0000000E+00
  1.000000000000000E-002   1.001734      0.0000000E+00
  1.066666666666667E-002   1.001734      0.0000000E+00
  1.133333333333333E-002   1.001735      0.0000000E+00
  1.200000000000000E-002   1.001735      0.0000000E+00
  1.266666666666667E-002   1.001735      0.0000000E+00
  1.333333333333333E-002   1.001736      0.0000000E+00
  1.400000000000000E-002   1.001736      0.0000000E+00
  1.466666666666667E-002   1.001737      0.0000000E+00
  1.533333333333333E-002   1.001737      0.0000000E+00
  1.600000000000000E-002   1.001737      0.0000000E+00
  1.666666666666667E-002   1.001738      0.0000000E+00
  1.733333333333333E-002   1.001738      0.0000000E+00
  1.800000000000000E-002   1.001739      0.0000000E+00
  1.866666666666667E-002   1.001739      0.0000000E+00
  1.933333333333333E-002   1.001739      0.0000000E+00
  2.000000000000000E-002   1.001740      0.0000000E+00
  2.066666666666667E-002   1.001740      0.0000000E+00
  2.133333333333333E-002   1.001741      0.0000000E+00
  2.200000000000000E-002   1.001741      0.0000000E+00
  2.266666666666667E-002   1.001741      0.0000000E+00
  2.333333333333333E-002   1.001742      0.0000000E+00
  2.400000000000000E-002   1.001742      0.0000000E+00
  2.466666666666667E-002   1.001743      0.0000000E+00
  2.533333333333333E-002   1.001743      0.0000000E+00
  2.600000000000000E-002   1.001743      0.0000000E+00
  2.666666666666667E-002   1.001744      0.0000000E+00
  2.733333333333333E-002   1.001744      0.0000000E+00
  2.800000000000000E-002   1.001745      0.0000000E+00
  2.866666666666667E-002   1.001745      0.0000000E+00
  2.933333333333333E-002   1.001745      0.0000000E+00
  3.000000000000000E-002   1.001746      0.0000000E+00
  3.066666666666666E-002   1.001746      0.0000000E+00
  3.133333333333333E-002   1.001747      0.0000000E+00
  3.200000000000000E-002   1.001747      0.0000000E+00
  3.266666666666666E-002   1.001747      0.0000000E+00
  3.333333333333333E-002   1.001748      0.0000000E+00
  3.400000000000000E-002   1.001748      0.0000000E+00
  3.466666666666667E-002   1.001749      0.0000000E+00
  3.533333333333333E-002   1.001749      0.0000000E+00
  3.600000000000000E-002   1.001750      0.0000000E+00
  3.666666666666667E-002   1.001750      0.0000000E+00
  3.733333333333334E-002   1.001750      0.0000000E+00
  3.800000000000000E-002   1.001751      0.0000000E+00
  3.866666666666667E-002   1.001751      0.0000000E+00
  3.933333333333333E-002   1.001752      0.0000000E+00
  4.000000000000000E-002   1.001752      0.0000000E+00
  4.066666666666666E-002   1.001752      0.0000000E+00
  4.133333333333333E-002   1.001753      0.0000000E+00
  4.200000000000000E-002   1.001753      0.0000000E+00
  4.266666666666667E-002   1.001754      0.0000000E+00
  4.333333333333333E-002   1.001754      0.0000000E+00
  4.400000000000000E-002   1.001754      0.0000000E+00
  4.466666666666667E-002   1.001755      0.0000000E+00
  4.533333333333334E-002   1.001755      0.0000000E+00
  4.600000000000000E-002   1.001756      0.0000000E+00
  4.666666666666667E-002   1.001756      0.0000000E+00
  4.733333333333333E-002   1.001756      0.0000000E+00
  4.800000000000000E-002   1.001757      0.0000000E+00
  4.866666666666666E-002   1.001757      0.0000000E+00
  4.933333333333333E-002   1.001758      0.0000000E+00
  5.000000000000000E-002   1.001758      0.0000000E+00
  5.066666666666667E-002   1.001758      0.0000000E+00
  5.133333333333333E-002   1.001759      0.0000000E+00
  5.200000000000000E-002   1.001759      0.0000000E+00
  5.266666666666667E-002   1.001760      0.0000000E+00
  5.333333333333334E-002   1.001760      0.0000000E+00
  5.400000000000000E-002   1.001761      0.0000000E+00
  5.466666666666667E-002   1.001761      0.0000000E+00
  5.533333333333333E-002   1.001761      0.0000000E+00
  5.600000000000000E-002   1.001762      0.0000000E+00
  5.666666666666666E-002   1.001762      0.0000000E+00
  5.733333333333333E-002   1.001763      0.0000000E+00
  5.800000000000000E-002   1.001763      0.0000000E+00
  5.866666666666667E-002   1.001763      0.0000000E+00
  5.933333333333334E-002   1.001764      0.0000000E+00
  6.000000000000000E-002   1.001764      0.0000000E+00
  6.066666666666667E-002   1.001765      0.0000000E+00
  6.133333333333333E-002   1.001765      0.0000000E+00
  6.200000000000000E-002   1.001765      0.0000000E+00
  6.266666666666666E-002   1.001766      0.0000000E+00
  6.333333333333334E-002   1.001766      0.0000000E+00
  6.400000000000000E-002   1.001767      0.0000000E+00
  6.466666666666666E-002   1.001767      0.0000000E+00
  6.533333333333333E-002   1.001768      0.0000000E+00
  6.600000000000000E-002   1.001768      0.0000000E+00
  6.666666666666667E-002   1.001768      0.0000000E+00
  6.733333333333333E-002   1.001769      0.0000000E+00
  6.800000000000000E-002   1.001769      0.0000000E+00
  6.866666666666667E-002   1.001770      0.0000000E+00
  6.933333333333333E-002   1.001770      0.0000000E+00
  7.000000000000001E-002   1.001770      0.0000000E+00
  7.066666666666667E-002   1.001771      0.0000000E+00
  7.133333333333333E-002   1.001771      0.0000000E+00
  7.199999999999999E-002   1.001772      0.0000000E+00
  7.266666666666667E-002   1.001772      0.0000000E+00
  7.333333333333333E-002   1.001773      0.0000000E+00
  7.400000000000000E-002   1.001773      0.0000000E+00
  7.466666666666667E-002   1.001773      0.0000000E+00
  7.533333333333334E-002   1.001774      0.0000000E+00
  7.600000000000000E-002   1.001774      0.0000000E+00
  7.666666666666666E-002   1.001775      0.0000000E+00
  7.733333333333334E-002   1.001775      0.0000000E+00
  7.800000000000000E-002   1.001776      0.0000000E+00
  7.866666666666666E-002   1.001776      0.0000000E+00
  7.933333333333334E-002   1.001776      0.0000000E+00
  8.000000000000000E-002   1.001777      0.0000000E+00
  8.066666666666666E-002   1.001777      0.0000000E+00
  8.133333333333333E-002   1.001778      0.0000000E+00
  8.200000000000000E-002   1.001778      0.0000000E+00
  8.266666666666667E-002   1.001778      0.0000000E+00
  8.333333333333333E-002   1.001779      0.0000000E+00
  8.400000000000001E-002   1.001779      0.0000000E+00
  8.466666666666667E-002   1.001780      0.0000000E+00
  8.533333333333333E-002   1.001780      0.0000000E+00
  8.599999999999999E-002   1.001781      0.0000000E+00
  8.666666666666667E-002   1.001781      0.0000000E+00
  8.733333333333333E-002   1.001781      0.0000000E+00
  8.799999999999999E-002   1.001782      0.0000000E+00
  8.866666666666667E-002   1.001782      0.0000000E+00
  8.933333333333333E-002   1.001783      0.0000000E+00
  9.000000000000000E-002   1.001783      0.0000000E+00
  9.066666666666667E-002   1.001783      0.0000000E+00
  9.133333333333334E-002   1.001784      0.0000000E+00
  9.200000000000000E-002   1.001784      0.0000000E+00
  9.266666666666666E-002   1.001785      0.0000000E+00
  9.333333333333334E-002   1.001785      0.0000000E+00
  9.400000000000000E-002   1.001786      0.0000000E+00
  9.466666666666666E-002   1.001786      0.0000000E+00
  9.533333333333334E-002   1.001786      0.0000000E+00
  9.600000000000000E-002   1.001787      0.0000000E+00
  9.666666666666666E-002   1.001787      0.0000000E+00
  9.733333333333333E-002   1.001788      0.0000000E+00
  9.800000000000000E-002   1.001788      0.0000000E+00
  9.866666666666667E-002   1.001789      0.0000000E+00
  9.933333333333333E-002   1.001789      0.0000000E+00
  0.100000000000000        1.001789      0.0000000E+00
  0.100666666666667        1.001790      0.0000000E+00
  0.101333333333333        1.001790      0.0000000E+00
  0.102000000000000        1.001791      0.0000000E+00
  0.102666666666667        1.001791      0.0000000E+00
  0.103333333333333        1.001792      0.0000000E+00
  0.104000000000000        1.001792      0.0000000E+00
  0.104666666666667        1.001792      0.0000000E+00
  0.105333333333333        1.001793      0.0000000E+00
  0.106000000000000        1.001793      0.0000000E+00
  0.106666666666667        1.001794      0.0000000E+00
  0.107333333333333        1.001794      0.0000000E+00
  0.108000000000000        1.001795      0.0000000E+00
  0.108666666666667        1.001795      0.0000000E+00
  0.109333333333333        1.001796      0.0000000E+00
  0.110000000000000        1.001796      0.0000000E+00
  0.110666666666667        1.001796      0.0000000E+00
  0.111333333333333        1.001797      0.0000000E+00
  0.112000000000000        1.001797      0.0000000E+00
  0.112666666666667        1.001798      0.0000000E+00
  0.113333333333333        1.001798      0.0000000E+00
  0.114000000000000        1.001799      0.0000000E+00
  0.114666666666667        1.001799      0.0000000E+00
  0.115333333333333        1.001799      0.0000000E+00
  0.116000000000000        1.001800      0.0000000E+00
  0.116666666666667        1.001800      0.0000000E+00
  0.117333333333333        1.001801      0.0000000E+00
  0.118000000000000        1.001801      0.0000000E+00
  0.118666666666667        1.001801      0.0000000E+00
  0.119333333333333        1.001802      0.0000000E+00
  0.120000000000000        1.001802      0.0000000E+00
  0.120666666666667        1.001803      0.0000000E+00
  0.121333333333333        1.001803      0.0000000E+00
  0.122000000000000        1.001804      0.0000000E+00
  0.122666666666667        1.001804      0.0000000E+00
  0.123333333333333        1.001805      0.0000000E+00
  0.124000000000000        1.001805      0.0000000E+00
  0.124666666666667        1.001805      0.0000000E+00
  0.125333333333333        1.001806      0.0000000E+00
  0.126000000000000        1.001806      0.0000000E+00
  0.126666666666667        1.001807      0.0000000E+00
  0.127333333333333        1.001807      0.0000000E+00
  0.128000000000000        1.001808      0.0000000E+00
  0.128666666666667        1.001808      0.0000000E+00
  0.129333333333333        1.001808      0.0000000E+00
  0.130000000000000        1.001809      0.0000000E+00
  0.130666666666667        1.001809      0.0000000E+00
  0.131333333333333        1.001810      0.0000000E+00
  0.132000000000000        1.001810      0.0000000E+00
  0.132666666666667        1.001811      0.0000000E+00
  0.133333333333333        1.001811      0.0000000E+00
  0.134000000000000        1.001812      0.0000000E+00
  0.134666666666667        1.001812      0.0000000E+00
  0.135333333333333        1.001812      0.0000000E+00
  0.136000000000000        1.001813      0.0000000E+00
  0.136666666666667        1.001813      0.0000000E+00
  0.137333333333333        1.001814      0.0000000E+00
  0.138000000000000        1.001814      0.0000000E+00
  0.138666666666667        1.001815      0.0000000E+00
  0.139333333333333        1.001815      0.0000000E+00
  0.140000000000000        1.001815      0.0000000E+00
  0.140666666666667        1.001816      0.0000000E+00
  0.141333333333333        1.001816      0.0000000E+00
  0.142000000000000        1.001817      0.0000000E+00
  0.142666666666667        1.001817      0.0000000E+00
  0.143333333333333        1.001818      0.0000000E+00
  0.144000000000000        1.001818      0.0000000E+00
  0.144666666666667        1.001819      0.0000000E+00
  0.145333333333333        1.001819      0.0000000E+00
  0.146000000000000        1.001819      0.0000000E+00
  0.146666666666667        1.001820      0.0000000E+00
  0.147333333333333        1.001820      0.0000000E+00
  0.148000000000000        1.001821      0.0000000E+00
  0.148666666666667        1.001821      0.0000000E+00
  0.149333333333333        1.001822      0.0000000E+00
  0.150000000000000        1.001822      0.0000000E+00
  0.150666666666667        1.001822      0.0000000E+00
  0.151333333333333        1.001823      0.0000000E+00
  0.152000000000000        1.001823      0.0000000E+00
  0.152666666666667        1.001824      0.0000000E+00
  0.153333333333333        1.001824      0.0000000E+00
  0.154000000000000        1.001825      0.0000000E+00
  0.154666666666667        1.001825      0.0000000E+00
  0.155333333333333        1.001826      0.0000000E+00
  0.156000000000000        1.001826      0.0000000E+00
  0.156666666666667        1.001827      0.0000000E+00
  0.157333333333333        1.001827      0.0000000E+00
  0.158000000000000        1.001827      0.0000000E+00
  0.158666666666667        1.001828      0.0000000E+00
  0.159333333333333        1.001828      0.0000000E+00
  0.160000000000000        1.001829      0.0000000E+00
  0.160666666666667        1.001829      0.0000000E+00
  0.161333333333333        1.001830      0.0000000E+00
  0.162000000000000        1.001830      0.0000000E+00
  0.162666666666667        1.001830      0.0000000E+00
  0.163333333333333        1.001831      0.0000000E+00
  0.164000000000000        1.001831      0.0000000E+00
  0.164666666666667        1.001832      0.0000000E+00
  0.165333333333333        1.001832      0.0000000E+00
  0.166000000000000        1.001833      0.0000000E+00
  0.166666666666667        1.001833      0.0000000E+00
  0.167333333333333        1.001834      0.0000000E+00
  0.168000000000000        1.001834      0.0000000E+00
  0.168666666666667        1.001835      0.0000000E+00
  0.169333333333333        1.001835      0.0000000E+00
  0.170000000000000        1.001835      0.0000000E+00
  0.170666666666667        1.001836      0.0000000E+00
  0.171333333333333        1.001836      0.0000000E+00
  0.172000000000000        1.001837      0.0000000E+00
  0.172666666666667        1.001837      0.0000000E+00
  0.173333333333333        1.001838      0.0000000E+00
  0.174000000000000        1.001838      0.0000000E+00
  0.174666666666667        1.001839      0.0000000E+00
  0.175333333333333        1.001839      0.0000000E+00
  0.176000000000000        1.001840      0.0000000E+00
  0.176666666666667        1.001840      0.0000000E+00
  0.177333333333333        1.001840      0.0000000E+00
  0.178000000000000        1.001841      0.0000000E+00
  0.178666666666667        1.001841      0.0000000E+00
  0.179333333333333        1.001842      0.0000000E+00
  0.180000000000000        1.001842      0.0000000E+00
  0.180666666666667        1.001843      0.0000000E+00
  0.181333333333333        1.001843      0.0000000E+00
  0.182000000000000        1.001844      0.0000000E+00
  0.182666666666667        1.001844      0.0000000E+00
  0.183333333333333        1.001844      0.0000000E+00
  0.184000000000000        1.001845      0.0000000E+00
  0.184666666666667        1.001845      0.0000000E+00
  0.185333333333333        1.001846      0.0000000E+00
  0.186000000000000        1.001846      0.0000000E+00
  0.186666666666667        1.001847      0.0000000E+00
  0.187333333333333        1.001847      0.0000000E+00
  0.188000000000000        1.001848      0.0000000E+00
  0.188666666666667        1.001848      0.0000000E+00
  0.189333333333333        1.001849      0.0000000E+00
  0.190000000000000        1.001849      0.0000000E+00
  0.190666666666667        1.001849      0.0000000E+00
  0.191333333333333        1.001850      0.0000000E+00
  0.192000000000000        1.001850      0.0000000E+00
  0.192666666666667        1.001851      0.0000000E+00
  0.193333333333333        1.001851      0.0000000E+00
  0.194000000000000        1.001852      0.0000000E+00
  0.194666666666667        1.001852      0.0000000E+00
  0.195333333333333        1.001853      0.0000000E+00
  0.196000000000000        1.001853      0.0000000E+00
  0.196666666666667        1.001854      0.0000000E+00
  0.197333333333333        1.001854      0.0000000E+00
  0.198000000000000        1.001855      0.0000000E+00
  0.198666666666667        1.001855      0.0000000E+00
  0.199333333333333        1.001855      0.0000000E+00
  0.200000000000000        1.001856      0.0000000E+00
  0.200666666666667        1.001856      0.0000000E+00
  0.201333333333333        1.001857      0.0000000E+00
  0.202000000000000        1.001857      0.0000000E+00
  0.202666666666667        1.001858      0.0000000E+00
  0.203333333333333        1.001858      0.0000000E+00
  0.204000000000000        1.001859      0.0000000E+00
  0.204666666666667        1.001859      0.0000000E+00
  0.205333333333333        1.001860      0.0000000E+00
