 #  energy  real  imag
  0.000000000000000E+000 -3.5073392E-02  0.0000000E+00
  6.666666666666666E-004 -3.5082255E-02  0.0000000E+00
  1.333333333333333E-003 -3.5091124E-02  0.0000000E+00
  2.000000000000000E-003 -3.5099998E-02  0.0000000E+00
  2.666666666666667E-003 -3.5108875E-02  0.0000000E+00
  3.333333333333334E-003 -3.5117757E-02  0.0000000E+00
  4.000000000000000E-003 -3.5126645E-02  0.0000000E+00
  4.666666666666667E-003 -3.5135534E-02  0.0000000E+00
  5.333333333333333E-003 -3.5144433E-02  0.0000000E+00
  6.000000000000000E-003 -3.5153333E-02  0.0000000E+00
  6.666666666666667E-003 -3.5162237E-02  0.0000000E+00
  7.333333333333333E-003 -3.5171147E-02  0.0000000E+00
  8.000000000000000E-003 -3.5180062E-02  0.0000000E+00
  8.666666666666666E-003 -3.5188980E-02  0.0000000E+00
  9.333333333333334E-003 -3.5197906E-02  0.0000000E+00
  1.000000000000000E-002 -3.5206832E-02  0.0000000E+00
  1.066666666666667E-002 -3.5215765E-02  0.0000000E+00
  1.133333333333333E-002 -3.5224702E-02  0.0000000E+00
  1.200000000000000E-002 -3.5233647E-02  0.0000000E+00
  1.266666666666667E-002 -3.5242591E-02  0.0000000E+00
  1.333333333333333E-002 -3.5251543E-02  0.0000000E+00
  1.400000000000000E-002 -3.5260499E-02  0.0000000E+00
  1.466666666666667E-002 -3.5269462E-02  0.0000000E+00
  1.533333333333333E-002 -3.5278425E-02  0.0000000E+00
  1.600000000000000E-002 -3.5287395E-02  0.0000000E+00
  1.666666666666667E-002 -3.5296369E-02  0.0000000E+00
  1.733333333333333E-002 -3.5305351E-02  0.0000000E+00
  1.800000000000000E-002 -3.5314333E-02  0.0000000E+00
  1.866666666666667E-002 -3.5323322E-02  0.0000000E+00
  1.933333333333333E-002 -3.5332315E-02  0.0000000E+00
  2.000000000000000E-002 -3.5341315E-02  0.0000000E+00
  2.066666666666667E-002 -3.5350315E-02  0.0000000E+00
  2.133333333333333E-002 -3.5359323E-02  0.0000000E+00
  2.200000000000000E-002 -3.5368335E-02  0.0000000E+00
  2.266666666666667E-002 -3.5377353E-02  0.0000000E+00
  2.333333333333333E-002 -3.5386372E-02  0.0000000E+00
  2.400000000000000E-002 -3.5395399E-02  0.0000000E+00
  2.466666666666667E-002 -3.5404429E-02  0.0000000E+00
